ZachsReport,,,,,
,,,,,
Date/Time Generated,11/15/2017 13:32,,,,
Report Time Zone,America/New_York,,,,
Account ID,9497,,,,
Date Range,9/3/17 - 10/31/17,,,,
Campaign,Equals:TJN_STP_029_STP 2H DIG_FY18 (20280430),,,,
MRC Accredited Metrics,"Impressions(Desktop Display and Rich Media, Desktop Video, Mobile Video)",,,,
,,,,,
Report Fields,,,,,
Site (DCM),Package/Roadblock,Placement,Date,Impressions,Clicks
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,9/15/2017,5,0
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,9/18/2017,25733,17
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,9/19/2017,130161,108
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,9/20/2017,165221,131
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,9/21/2017,84876,64
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,9/22/2017,34000,25
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,9/23/2017,30058,25
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,9/24/2017,30901,24
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,9/25/2017,27695,12
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,9/26/2017,26077,16
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,9/27/2017,23027,15
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,9/28/2017,19385,16
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,9/29/2017,16599,10
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,9/30/2017,6742,9
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,10/1/2017,8644,7
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,10/2/2017,35235,34
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,10/3/2017,19931,12
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,10/4/2017,19490,15
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,10/5/2017,18514,5
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,10/6/2017,17338,10
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,10/7/2017,18080,13
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,10/8/2017,17749,15
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,10/9/2017,16371,3
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,10/10/2017,17172,18
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,10/11/2017,15648,9
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,10/12/2017,16546,21
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,10/13/2017,13335,15
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,10/14/2017,24210,16
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,10/15/2017,15281,7
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,10/16/2017,15133,12
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,10/17/2017,13337,7
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,10/18/2017,34072,13
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,10/19/2017,15240,6
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,10/20/2017,12443,8
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,10/21/2017,13237,10
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,10/22/2017,12938,14
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,10/23/2017,17809,13
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,10/24/2017,168234,111
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,10/25/2017,21556,16
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,10/26/2017,13234,5
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,10/27/2017,6599,5
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,10/28/2017,6376,3
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,10/29/2017,6503,8
